"Name","House","Gender","Culture","Title","Age","Is Noble?","Dead Relatives?","Is Dead?"
"Bennard Brune","House Brune of Brownhollow","male","","ser",NA,"yes","no",0
"Benfrey Frey","House Frey","male","","ser",28,"yes","no",1
"Beren Tallhart","House Tallhart","male","northmen","",16,"no","no",0
"Berena Hornwood","House Hornwood","female","northmen","",NA,"no","no",0
"Beth Cassel","House Cassel","female","northmen","",16,"no","no",0
"Beron Stark","House Stark","male","northmen","winterfell",NA,"yes","no",0
"Bhakaz zo Loraq","House of Loraq","male","ghiscari","cupbearer",NA,"yes","no",0
"Bethany Redwyne","House Redwyne","female","","goldengrove",NA,"yes","no",0
"Bethany Rosby","House Rosby","female","","lady",17,"yes","no",1
"Black Bernarr","Night's Watch","male","","",NA,"no","no",0
"Betharios of Braavos","House Frey","female","","",NA,"no","no",0
"Boremund Harlaw","House Harlaw of Harridan Hill","male","ironborn","harridan hill",NA,"yes","no",0
"Bradamar Frey","House Frey","male","","",16,"no","no",0
"Branston Cuy","House Cuy","female","","lord of sunflower hall",NA,"yes","no",0
"Brandon Tallhart","House Tallhart","male","northmen","",21,"no","no",0
"Bryan Fossoway","House Fossoway of Cider Hall","male","","ser",NA,"yes","no",1
"Bryan Frey","House Frey","male","","",24,"no","no",0
"Bryen Farring","House Farring","male","","",NA,"no","no",1
"Bryen Caron","House Caron","male","","lord of the marches",NA,"yes","no",1
"Burton Crakehall","House Crakehall","male","","ser",NA,"yes","no",1
"Craghas Drahar","Kingdom of the Three Daughters","male","myrish","",NA,"no","no",1
"Carolei Waynwood","House Waynwood","female","","",NA,"no","no",0
"Lord Caswell","House Caswell","male","","bitterbridge",NA,"yes","no",0
"Cayn","House Stark","male","northmen","",NA,"no","no",1
"Cerenna Lannister","House Lannister","female","","",NA,"no","no",0
"Cersei Frey","House Frey","female","","",13,"no","no",0
"Chayle","","male","","septon",NA,"no","no",1
"Clarent Crakehall","House Crakehall","female","","ser",NA,"yes","no",1
"Clement Crabb","House Crabb","male","","ser",NA,"yes","no",0
"Clement Piper","House Piper","male","rivermen","pinkmaiden",NA,"yes","no",0
"Cley Cerwyn","House Cerwyn","male","northmen","cerwyn",15,"yes","yes",1
"Clubfoot Karl","Night's Watch","male","","",NA,"no","no",1
"Conwy","Night's Watch","female","","",NA,"no","no",0
"Colin Florent","House Florent","female","","ser",NA,"yes","no",0
"Colmar Frey","House Frey","male","","",17,"no","no",0
"Corliss Penny","House Penny","female","","ser",NA,"yes","no",0
"Creighton Redfort","House Redfort","female","valemen","ser",NA,"yes","no",0
"Cuger","Night's Watch","male","","",NA,"no","no",0
"Cregan Stark","House Stark","male","northmen","winterfell",NA,"yes","no",1
"Cyrenna Swann","House Swann","female","","",13,"no","no",1
"Cynthea Frey","House Frey","female","","",15,"no","no",0
"Daegon Shepherd","House Shepherd","female","ironborn","",NA,"no","no",0
"Daeron Vaith","House Vaith","female","dornish","lord of the red dunes",NA,"yes","no",0
"Dafyn Vance","House Vance","female","","ser",NA,"yes","no",0
"Dagon Greyjoy","House Greyjoy","male","ironborn","lord reaper of pyke",NA,"yes","no",0
"Dalbridge","Night's Watch","male","","",45,"no","no",1
"Damon Paege","House Paege","male","","ser",NA,"yes","no",0
"Damon Shett","House Shett of Gull Tower","female","","ser",NA,"yes","no",0
"Damon Vypren","House Vypren","female","","ser",40,"yes","no",0
"Dancy","Chataya's brothel","female","","",NA,"no","no",0
"Dareon","Night's Watch","male","","",NA,"no","no",1
"Darlessa Marbrand","House Marbrand","female","","",NA,"no","no",0
"Daryn Hornwood","House Hornwood","male","northmen","",NA,"no","no",1
"Danwell Frey","House Frey","male","","ser",53,"yes","no",0
"Deana Hardyng","House Hardyng","female","","",NA,"no","no",0
"Delena Florent","House Florent","female","","",NA,"no","no",0
"Della Frey","House Frey","female","","",9,"no","no",0
"Delp","House Tully","female","","",NA,"no","no",1
"Delonne Allyrion","House Allyrion","female","dornish","godsgrace",NA,"yes","no",0
"Denys Darklyn","House Darklyn","male","","duskendale",NA,"yes","no",0
"Denys Arryn","House Arryn","female","","ser",NA,"yes","no",1
"Dermot","House Baratheon of Dragonstone","female","","ser",NA,"yes","no",0
"Desmond","House Stark","female","","",NA,"no","no",1
"Desmond Redwyne","House Redwyne","male","","ser",NA,"yes","no",0
"Deziel Dalt","House Dalt","male","","knight",NA,"yes","no",0
"Dickon Tarly","House Tarly","male","","",18,"no","no",0
"Dickon Frey","House Frey","male","","",11,"no","no",0
"Dirk","Night's Watch","male","","",NA,"no","no",1
"Dolf","Stone Crows","female","vale mountain clans","",NA,"no","no",0
"Donnel Haigh","House Haigh","male","","ser",50,"yes","no",0
"Donnel of Duskendale","Kingsguard","male","","ser",NA,"yes","no",0
"Donnel Locke","House Locke","female","","ser",NA,"yes","no",1
"Donnel Waynwood","House Waynwood","female","","ser",28,"yes","no",0
"Donnor Stark","House Stark","male","northmen","winterfell",NA,"yes","no",0
"Dormund","","male","free folk","",NA,"no","no",1
"Duram Bar Emmon","House Bar Emmon","female","","sharp point",21,"yes","no",0
"Ebben","Night's Watch","male","","",NA,"no","no",1
"Edderion Stark","House Stark","male","northmen","king in the north",NA,"yes","no",0
"Edmyn Tully","House Tully","male","rivermen","riverrun",NA,"yes","no",0
"Eddara Tallhart","House Tallhart","female","northmen","lady of torrhen's square",16,"yes","no",0
"Edrick Stark","House Stark","male","northmen","king in the north",NA,"yes","no",0
"Edwyd Fossoway","House Fossoway of Cider Hall","male","","ser",NA,"yes","no",1
"Edwyn Stark","House Stark","female","northmen","king in the north",NA,"yes","no",0
"Edwyle Stark","House Stark","male","northmen","winterfell",NA,"yes","no",0
"Elder Brother","Faith of the Seven","male","","ser",50,"yes","no",0
"Elbert Arryn","House Arryn","male","","ser",NA,"yes","no",1
"Eleanor Mooton","House Mooton","female","","",19,"no","no",0
"Ellery Vance","House Vance of Atranta","male","","ser",NA,"yes","no",0
"Elron","Night's Watch","female","","",NA,"no","no",0
"Elinor Tyrell","House Tyrell","female","","",19,"no","no",0
"Elmar Frey","House Frey","male","","",15,"no","no",0
"Elwood","House Tully","female","","",NA,"no","no",1
"Elwood Meadows","House Meadows","male","reach","grassy vale",27,"yes","no",0
"Elyana Vypren","House Vypren","female","","",41,"no","no",0
"Elyn Norridge","House Norridge","female","","",NA,"no","no",0
"Emberlei Frey","House Frey","female","","",9,"no","no",0
"Endrew Tarth","House Tarth","male","","ser",NA,"yes","no",1
"Eroeh","","female","lhazareen","",NA,"no","no",1
"Eon Hunter","House Hunter","male","","longbow hall",NA,"yes","no",1
"Ermesande Hayford","House Hayford","female","","hayford",7,"yes","no",0
"Erena Glover","House Glover","female","northmen","",8,"no","no",0
"Erren Florent","House Florent","male","","ser",NA,"yes","no",0
"Eustace Brune","House Brune of the Dyre Den","male","","dyre den",NA,"yes","no",0
"Eustace Hunter","House Hunter","female","","ser",NA,"yes","no",0
"Eyron Stark","House Stark","male","northmen","king in the north",NA,"yes","no",0
"Ferrego Antaryon","","male","braavosi","sealord",NA,"yes","no",0
"Forley Prester","House Prester","male","","ser",NA,"yes","no",0
"Franklyn Fowler","House Fowler","male","dornishmen","skyreach",NA,"yes","no",0
"Flement Brax","House Brax","male","","ser",NA,"yes","no",0
"Frenken","","female","","maester",NA,"yes","no",0
"Franklyn Frey","House Frey","male","rivermen","ser",NA,"yes","no",0
"Gareth Clifton","House Clifton","male","","ser",NA,"yes","no",0
"Garrison Prester","House Prester","male","","feastfires",NA,"yes","no",0
"Garth of Greenaway","Night's Watch","male","","",NA,"no","no",1
"Garrett Flowers","House Tyrell","female","","",NA,"no","no",0
"Garse Goodbrook","House Goodbrook","male","","ser",NA,"yes","no",0
"Garse Flowers","House Tyrell","male","","",NA,"no","no",0
"Garth Greenfield","House Greenfield","female","westerman","knight",NA,"yes","no",0
"Garth Greyfeather","Night's Watch","male","","",NA,"no","no",1
"Gawen Swann","House Swann","male","","stonehelm",100,"yes","no",1
"Gawen Glover","House Glover","male","northmen","",10,"no","no",0
"Gawen Wylde","House Wylde","male","","ser",NA,"yes","no",1
"Garth Tyrell","House Tyrell","male","","lord seneschal",NA,"yes","no",0
"Gendel","","male","free folk","king-beyond-the-wall",NA,"yes","no",0
"Gawen Westerling","House Westerling","male","westermen","crag",NA,"yes","no",0
"Gerald Gower","House Gower","female","","ser",NA,"yes","no",0
"Gerold Grafton","House Grafton","male","","gulltown",NA,"yes","no",0
"Gerardys","Blacks","male","","grand maester",NA,"yes","no",1
"Gilbert Farring","House Farring","male","","ser",NA,"yes","no",0
"Glendon Hewett","House Hewett","male","","ser",NA,"yes","no",0
"Gilwood Hunter","House Hunter","male","","ser",55,"yes","no",0
"Godric Borrell","House Borrell","male","sistermen","sweetsister",NA,"yes","no",0
"Goodwin","House Tarth","male","","ser",NA,"yes","no",0
"Gormon Peake","House Peake","male","","starpike",NA,"yes","no",1
"Gorne","","male","free folk","king-beyond-the-wall",NA,"yes","no",0
"Gormon Tyrell","Citadel","male","","maester",NA,"yes","no",0
"Grazdan mo Eraz","Wise Masters","female","ghiscari","",NA,"no","no",0
"Grazdan mo Ullhor","Good Masters","male","astapori","good master",NA,"yes","no",1
"Grazdar zo Galare","House of Galare","male","ghiscari","cupbearer",NA,"yes","no",0
"Grubbs","Night's Watch","female","","",NA,"no","no",1
"Gueren","Night's Watch","male","","",NA,"no","no",0
"Guncer Sunglass","House Sunglass","male","","sweetport sound",NA,"yes","no",1
"Gulian Swann","House Swann","male","","stonehelm",46,"yes","no",0
"Guthor Grimm","House Grimm","male","","lord of greyshield",NA,"yes","no",0
"Gunthor Hightower","House Hightower","female","","ser",NA,"yes","no",0
"Gyldayn","The Citadel","male","","archmaester",NA,"yes","no",0
"Gwayne Hightower","House Hightower","male","","ser",42,"yes","no",1
"Hairy Hal","Night's Watch","female","","",NA,"no","no",1
"Hake","Night's Watch","male","","",NA,"no","no",1
"Halder","Night's Watch","male","","",24,"no","no",0
"Hallis Mollen","House Mollen","male","northmen","winterfell",NA,"yes","no",0
"Halmon Paege","House Paege","male","","ser",NA,"yes","no",0
"Harbert","House Baratheon","male","","ser",NA,"yes","no",0
"Harlan Hunter","House Hunter","male","","ser",NA,"yes","no",0
"Harlen Tyrell","House Tyrell","male","reach","high steward of highgarden",NA,"yes","no",1
"Harmond Umber","House Umber","female","northmen","last hearth",NA,"yes","no",0
"Harmune","Night's Watch","male","","maester",NA,"yes","no",0
"Harrold Westerling","House Westerling","male","westermen","ser",NA,"yes","no",1
"Harwood Fell","House Fell","male","","felwood",NA,"yes","no",1
"Harwin Strong","House Strong","male","","ser",30,"yes","no",1
"Harwood Stout","House Stout","male","northmen","goldgrass",NA,"yes","no",0
"Harys Haigh","House Haigh","male","","ser",51,"yes","no",0
"Helman Tallhart","House Tallhart","male","northmen","ser",NA,"yes","no",1
"Lord Commander Hoare","House Hoare","male","","lord commander of the night's watch",NA,"yes","no",0
"Hobber Redwyne","House Redwyne","male","reach","ser",NA,"yes","no",0
"Hoarfrost Umber","House Umber","male","northmen","last hearth",NA,"yes","no",0
"Hosman Norcross","House Norcross","male","","ser",NA,"yes","no",0
"Hoster Frey","House Frey","male","","",18,"no","no",0
"Horas Redwyne","House Redwyne","male","reach","ser",NA,"yes","no",0
"Hubard Rambton","House Rambton","male","","ser",NA,"yes","no",1
"Horton Redfort","House Redfort","male","valemen","redfort",NA,"yes","no",0
"Hotho Harlaw","House Harlaw of the Tower of Glimmering","male","ironborn","tower of glimmering",NA,"yes","no",0
"Hugo Wull","House Wull","male","northern mountain clans","big bucketthe wull",NA,"yes","no",0
"Hugor of the Hill","","male","andals","king of the andals",NA,"yes","no",0
"Hugo Vance","House Vance of Atranta","male","","ser",NA,"yes","no",0
"Hullen","House Stark","male","northmen","winterfell",NA,"yes","no",1
"Humfrey Beesbury","House Beesbury","male","","ser",NA,"yes","no",1
"Humfrey Hardyng","House Hardyng","male","","ser",NA,"yes","no",1
"Humfrey Swyft","House Swyft","female","","ser",NA,"yes","no",0
"Humfrey Wagstaff","House Wagstaff","female","","ser",75,"yes","no",0
"Igon Vyrwel","House Vyrwel","female","","",NA,"no","no",0
"Jacks","House Stark","female","northmen","",NA,"no","no",0
"Janei Lannister","House Lannister","female","","",9,"no","no",0
"Jammos Frey","House Frey","male","","ser",39,"yes","no",0
"Janna Tyrell","House Tyrell","female","","",NA,"no","no",0
"Jaremy Rykker","Night's Watch","male","","first ranger",NA,"yes","no",1
"Jarl","","male","free folk","",NA,"no","no",1
"Jason Lannister","House Lannister","male","","ser",NA,"yes","no",1
"Jasper Arryn","House Arryn","male","","eyrie",NA,"yes","yes",0
"Jasper Redfort","House Redfort","female","valemen","ser",NA,"yes","no",0
"Jeren","Night's Watch","male","","",NA,"no","no",0
"Jeyne Arryn","House Arryn","female","vale","eyrie",NA,"yes","no",1
"Jeyne Beesbury","House Beesbury","female","","",NA,"no","no",0
"Jeyne Darry","House Darry","male","westeros","",NA,"no","no",0
"Jeyne Goodbrook","House Goodbrook","female","","",12,"no","no",0
"Jeyne Rivers","House Frey","female","","",NA,"no","no",0
"Jeyne Lydden","House Lydden","female","","",NA,"no","no",0
"Joffrey Lonmouth","House Lonmouth","male","","ser",15,"yes","no",1
"Joffrey Caswell","House Caswell","male","","bitterbridge",100,"yes","no",1
"Jon Bettley","House Bettley","female","","ser",NA,"yes","no",0
"Jon Brax","House Brax","female","","",9,"no","no",0
"Jon Lynderly","House Lynderly","female","","lord of the snakewood",NA,"yes","no",0
"Jon Myre","House Myre","female","ironborn","",NA,"no","no",0
"Jon Redfort","House Redfort","female","valemen","ser",NA,"yes","no",0
"Jon Wylde","House Wylde","male","","ser",NA,"yes","no",0
"Jonos Stark","House Stark","male","northmen","king in the north",NA,"yes","no",0
"Jonos Frey","House Frey","female","","",14,"no","no",0
"Jonnel Stark","House Stark","male","","winterfell",NA,"yes","no",0
"Joramun","","male","free folk","king-beyond-the-wall",NA,"yes","no",0
"Jorah Stark","House Stark","male","northmen","king in the north",NA,"yes","no",0
"Jonothor Darry","House Darry","male","","ser",NA,"yes","yes",1
"Jorelle Mormont","House Mormont","female","northmen","",27,"no","no",0
"Jyana","House Reed","female","crannogmen","",NA,"no","no",0
"Joy Hill","House Lannister","female","","",17,"no","no",0
"Jyanna Frey","House Frey","female","","",NA,"no","no",0
"Kaeth","","male","","grand maester",82,"yes","no",1
"Jynessa Blackmont","House Blackmont","female","dornish","",NA,"no","no",0
"Karlon Stark","House Stark","male","northmen","karl's hold",NA,"yes","no",0
"Kedge Whiteye","Night's Watch","male","","",54,"no","no",0
"Kennos of Kayce","House Kenning of Kayce","male","","ser",NA,"yes","no",0
"Kezmya","House of Pahl","female","ghiscari","cupbearer",NA,"yes","no",0
"Kyra","House Stark","male","","",20,"no","no",1
"Kyra Frey","House Frey","female","","",43,"no","no",0
"Lambert Turnberry","House Turnberry","male","","ser",NA,"yes","no",0
"Lark","Night's Watch","male","sistermen","",NA,"no","no",1
"Larence Snow","House Hornwood","male","northmen","",19,"no","no",0
"Larra Blackmont","House Blackmont","female","dornish","blackmont",NA,"yes","no",0
"Lanna Lannister","House Lannister","female","","",NA,"no","no",0
"Leathers","Night's Watch","male","wildlings","master-at-arms",46,"yes","no",0
"Left Hand Lew","Night's Watch","male","","",NA,"no","no",0
"Leo Lefford","House Lefford","male","","golden tooth",NA,"yes","no",1
"Leo Blackbar","House Blackbar","male","","ser",NA,"yes","no",0
"Leona Woolfield","House Woolfield","female","","",NA,"no","no",0
"Leonette Fossoway","House Fossoway","female","","lady",NA,"yes","no",0
"Leonella Lefford","House Lefford","female","","",NA,"no","no",0
"Lester Morrigen","House Morrigen","female","","lord of crows nest",NA,"yes","no",0
"Lewys the Fishwife","House Baratheon of Dragonstone","female","","",NA,"no","no",0
"Lewys Lydden","House Lydden","female","","lord of the deep den",NA,"yes","no",0
"Leslyn Haigh","House Haigh","female","","ser",NA,"yes","no",0
"Lomas Estermont","House Estermont","female","stormlands","ser",NA,"yes","no",0
"Lorent Marbrand","House Marbrand","male","westerman","ser",NA,"yes","no",1
"Loreza Sand","House Martell","female","dorne","",12,"no","yes",0
"Lothar Mallery","House Mallery","female","","lord",NA,"yes","no",1
"Lucas Corbray","House Corbray","female","","ser",NA,"yes","no",0
"Lucas Codd","House Codd","female","ironborn","",NA,"no","no",0
"Luceon Frey","Faith of the Seven","male","","septon",56,"no","no",0
"Lucias Vypren","House Vypren","male","","lord",NA,"yes","no",0
"Lucos Chyttering","House Chyttering","male","","lord",22,"yes","no",0
"Lucion Lannister","House Lannister","female","","ser",NA,"yes","no",0
"Luthor Tyrell","House Tyrell","male","reach","lord paramount of the mander",NA,"yes","yes",0
"Lyanna Mormont","House Mormont","male","northmen","",15,"no","yes",0
"Lyessa Flint","House Flint of Widow's Watch","female","northmen","widow's watch",NA,"yes","no",0
"Lyman Beesbury","House Beesbury","male","","master of coin",81,"yes","no",1
"Lymond Goodbrook","House Goodbrook","male","","lord",NA,"yes","no",0
"Lyman Darry","House Darry","female","","lord of darry",9,"yes","no",1
"Lymond Lychester","House Lychester","male","rivermen","castle lychester",NA,"yes","no",0
"Lymond Vikary","House Vikary","male","","ser",NA,"yes","no",0
"Lyonel Selmy","House Selmy","male","","ser",NA,"yes","no",0
"Aggo","House Targaryen","female","dothraki","",NA,"no","no",0
"Alys Karstark","House Karstark","female","northmen","",21,"no","no",0
"Cleos Frey","House Frey","male","","ser",41,"yes","no",1
"Dontos Hollard","House Hollard","male","","ser",39,"yes","no",1
"Craster","","male","free folk","",NA,"no","no",1
"Dale Seaworth","House Seaworth","male","","wraith",NA,"yes","no",1
"Denys Mallister","House Mallister","male","","ser",60,"yes","no",0
"Edric Storm","House Baratheon","male","","",18,"no","no",0
"Hosteen Frey","House Frey","male","","ser",56,"yes","no",0
"Lyonel Corbray","House Corbray","male","","heart's home",45,"yes","no",0
"Lyonel Frey","House Frey of Riverrun","female","","ser",46,"yes","no",0
"Lyonel Strong","House Strong","male","","harrenhal",NA,"yes","no",1
"Lythene Frey","House Frey","female","","",54,"no","no",0
"Lyra Mormont","House Mormont","female","northmen","",28,"no","no",0
"Maegelle Frey","House Frey","female","","",56,"no","no",0
"Mallador Locke","Night's Watch","male","","ser",NA,"yes","no",1
"Malwyn Frey","House Frey","male","","",21,"no","no",0
"Manfrey Martell","House Martell","female","dornishmen","ser",NA,"yes","no",0
"Margot Lannister","House Lannister","female","","starpike",NA,"yes","no",0
"Maric Seaworth","House Seaworth","male","","oarmaster",NA,"yes","no",1
"Marianne Vance","House Vance","female","","",43,"no","no",0
"Mariya Darry","House Darry","female","","",NA,"no","no",0
"Marissa Frey","House Frey","female","","",19,"no","no",0
"Maron Martell","House Martell","male","dornish","prince of dorne",NA,"yes","yes",0
"Maron Volmark","House Volmark","male","ironborn","volmark",22,"yes","no",0
"Marq Rankenfell","Night's Watch","male","","lord commander of the night's watch",NA,"yes","no",0
"Marsella Waynwood","House Waynwood","female","","",NA,"no","no",0
"Matarys Targaryen","House Targaryen","male","","prince",25,"yes","no",1
"Martyn Rivers","House Frey","female","","",NA,"no","no",0
"Martyn Lannister","House Lannister","male","","",20,"no","yes",0
"Marwyn Belmore","House Belmore","male","","ser",NA,"yes","no",0
"Mathis Frey","House Frey","female","","",11,"no","no",0
"Matthar","Night's Watch","male","","",NA,"no","no",0
"Mawney","Night's Watch","male","","",NA,"no","no",1
"Medgar Tully","House Tully","male","rivermen","lord paramount of the trident",NA,"yes","no",1
"Medger Cerwyn","House Cerwyn","male","northmen","cerwyn",NA,"yes","yes",1
"Megga Tyrell","House Tyrell","female","","",19,"no","no",0
"Meldred Merlyn","House Merlyn","female","ironborn","lord of pebbleton",NA,"yes","no",0
"Melesa Crakehall","House Crakehall","female","","",NA,"no","no",0
"Melara Crane","House Crane","female","","",NA,"no","no",0
"Melessa Florent","House Florent","female","","",NA,"no","no",0
"Mellara Rivers","House Frey","female","","",NA,"no","no",0
"Melwyn Sarsfield","House Sarsfield","male","","ser",NA,"yes","no",0
"Melwys Rivers","","female","","maester",NA,"yes","no",0
"Meredyth Crane","House Crane","female","","",NA,"no","no",0
"Merianne Frey","House Frey","female","","",17,"no","no",0
"Merlon Crakehall","House Crakehall","male","","ser",NA,"yes","no",0
"Mezzara","House of Merreq","male","ghiscari","cupbearer",NA,"yes","no",0
"Mina Tyrell","House Tyrell","female","","",NA,"no","no",0
"Moelle","Faith of the Seven","female","","septa",NA,"no","no",0
"Monterys Velaryon","House Velaryon","male","","lord of the tides",12,"yes","no",0
"Moredo Prestayn","","male","braavosi","tradesman-captain",NA,"yes","no",0
"Monford Velaryon","House Velaryon","male","valyrian","lord of the tides",NA,"yes","no",1
"Moribald Chester","House Chester","female","","greenshield",NA,"yes","no",0
"Morton Waynwood","House Waynwood","male","","ser",NA,"yes","no",0
"Morya Frey","House Frey","female","","lady",37,"yes","no",0
"Mullin","Night's Watch","female","","maester",NA,"yes","no",0
"Moryn Tyrell","House Tyrell","male","","",NA,"no","no",0
"Munda","","male","free folk","",NA,"no","no",0
"Muttering Bill","Night's Watch","male","","",NA,"no","no",1
"Mushroom","House Targaryen","male","","",NA,"no","no",0
"Murmison","Faith of the Seven","male","","septon",NA,"no","no",1
"Mylenda Caron","House Caron","male","","",47,"no","no",0
"Myles Smallwood","House Smallwood","male","","hand of the king",NA,"yes","no",0
"Myles Mooton","House Mooton","male","","ser",NA,"yes","no",1
"Myria Jordayne","House Jordayne","male","dornish","",NA,"no","no",0
"Myles Manwoody","House Manwoody","male","","ser",NA,"yes","no",0
"Mysaria","","female","lysene","mistress of whisperers",NA,"yes","no",0
"Myrielle Lannister","House Lannister","female","","",NA,"no","no",0
"Noho Dimittis","Iron Bank of Braavos","male","braavosi","",NA,"no","no",0
"Norne Goodbrother","House Goodbrother of Shatterstone","female","ironborn","shatterstone",NA,"yes","no",0
"Norbert Vance","House Vance of Atranta","male","","lord of atranta",NA,"yes","no",0
"Nymella Toland","House Toland","female","dornish","ghost hill",NA,"yes","no",0
"Nysterica","","female","","septa",NA,"no","no",0
"Ollidor","Faith of the Seven","male","","septon",NA,"no","no",0
"Ollo Lophand","Night's Watch","male","tyroshi","",NA,"no","no",1
"Olyvar Frey","House Frey","male","","",24,"no","yes",0
"Omer Blackberry","House Blackberry","female","","",NA,"no","no",0
"Olymer Tyrell","House Tyrell","male","","ser",NA,"yes","no",0
"Ondrew Locke","House Locke","male","northmen","lord of oldcastle",NA,"yes","no",0
"Orbert Caswell","House Caswell","male","","lord commander of the night's watch",NA,"yes","no",1
"Ordello","","female","pentoshi","magister of pentos",NA,"yes","no",1
"Omer Florent","","female","","maester",NA,"yes","no",0
"Orland of Oldtown","House Baratheon of King's Landing","male","","",NA,"no","no",0
"Ormond Yronwood","House Yronwood","female","","yronwood",NA,"yes","no",0
"Orphan Oss","Night's Watch","female","","",NA,"no","no",1
"Osbert Serry","House Serry","female","","lord of southshield",NA,"yes","no",0
"Osmund Frey","House Frey","female","","",8,"no","no",0
"Oswell Kettleblack","House Kettleblack","male","","",NA,"no","no",0
"Ossifer Plumm","House Plumm","male","","lord",NA,"yes","no",1
"Otho Bracken","House Bracken","male","","ser",NA,"yes","no",0
"Ottyn Wythers","House Wythers","female","","ser",69,"yes","no",1
"Owen Norrey","House Norrey","female","northern mountain clans","",NA,"no","no",1
"Pate of the Blue Fork","House Frey","male","","ser",NA,"yes","no",1
"Patrek Mallister","House Mallister","male","","",NA,"no","no",0
"Patrek Vance","House Vance","female","","",41,"no","no",0
"Perriane Frey","House Haigh","female","","",64,"no","no",0
"Perra Frey","House Frey","female","","",11,"no","no",0
"Perwyn Frey","House Frey","male","","ser",36,"yes","no",0
"Philip Foote","House Foote","male","","ser",NA,"yes","no",0
"Philip Plumm","House Plumm","male","","lord",NA,"yes","no",0
"Pono","","female","dothraki","khalko (formerly)",NA,"yes","no",0
"Qarro Volentin","","female","braavosi","first sword of braavos",NA,"yes","no",0
"Qarlton Chelsted","House Chelsted","male","","master of coin",NA,"yes","no",1
"Lord Commander Qorgyle","House Qorgyle","male","","lord commander of the night's watch",NA,"yes","no",1
"Quent","House Stark","male","northmen","",NA,"no","no",0
"Quenten Banefort","House Banefort","male","","banefort",NA,"yes","no",0
"Quenton Hightower","House Hightower","male","","hightower",NA,"yes","no",0
"Quentyn Ball","House Ball","male","","ser",NA,"yes","no",1
"Quentyn Qorgyle","House Qorgyle","female","","sandstone",NA,"yes","no",0
"Quincy Cox","House Cox","male","","serthe knight of saltpans",NA,"yes","no",0
"Ragwyle","","female","free folk","",NA,"no","no",0
"Ralf Kenning","House Kenning of Harlaw","male","ironborn","castellancommander",NA,"yes","no",1
"Raymun Redbeard","","male","free folk","king-beyond-the-wall",NA,"yes","no",1
"Raynard","Faith of the Seven","male","","septon",NA,"no","no",0
"Raynald Westerling","House Westerling","male","","ser",NA,"yes","no",1
"Red Alyn of the Rosewood","Night's Watch","male","","",NA,"no","no",1
"Raynard Ruttiger","House Ruttiger","female","","ser",NA,"yes","no",0
"Raymund Frey","House Frey","male","","ser",41,"yes","no",0
"Regenard Estren","House Estren","female","","wyndhall",NA,"yes","no",0
"Renly Norcross","House Norcross","male","","",9,"no","no",0
"Renfred Rykker","House Rykker","male","","duskendale",NA,"yes","no",0
"Rhea Royce","House Royce","female","","runestone",NA,"yes","no",1
"Rennifer Longwaters","House Longwaters","male","","chief undergaoler",NA,"yes","no",0
"Rhea Florent","House Florent","female","","",NA,"no","no",0
"Rhogoro","","male","dothraki","khalakka",NA,"yes","no",0
"Rickard Ryswell","House Ryswell","male","northmen","",NA,"no","no",0
"Rickard Thorne","House Thorne","male","","ser",NA,"yes","no",1
"Rickard Wylde","House Wylde","female","","",10,"no","no",0
"Robert Frey","House Frey","female","","",19,"no","no",0
"Robert Flowers","Kingsguard","male","","ser",NA,"yes","no",0
"Robert Brax","House Brax","female","","ser",NA,"yes","no",1
"Robin Hill","Night's Watch","male","","lord commander of the night's watch",NA,"yes","no",0
"Robin Flint","House Flint of Widow's Watch","female","","lord of flint's finger",NA,"yes","no",1
"Robin Moreland","House Moreland","male","","lord",NA,"yes","no",0
"Robin Ryger","House Ryger","male","","ser",68,"yes","no",0
"Rodrik Flint","House Flint","male","","lord commander of the night's watch",NA,"yes","no",0
"Rodrik Stark","House Stark","male","northmen","king in the north",NA,"yes","no",0
"Rodrik Ryswell","House Ryswell","male","northmen","rills",NA,"yes","no",0
"Roger Hogg","House Hogg","male","","ser",NA,"yes","no",0
"Rodwell Stark","House Stark","male","northmen","winterfell",NA,"yes","no",0
"Rolland Longthorpe","House Longthorpe","female","","longsister",NA,"yes","no",0
"Rolland Uffering","House Uffering","male","","ser",NA,"yes","no",0
"Ronel Rivers","House Frey","female","","",NA,"no","no",0
"Ronald Connington","House Connington","male","","knight of griffin's roost",NA,"yes","no",0
"Ronald Vance","House Vance of Atranta","male","","ser",NA,"yes","no",0
"Roro Uhoris","","male","tyroshi","cobblecat",NA,"yes","no",0
"Royce Coldwater","House Coldwater","female","","coldwater burn",NA,"yes","no",0
"Rufus Leek","House Leek","female","","ser",NA,"yes","no",0
"Rugen","","male","","undergaoler",NA,"yes","no",0
"Runcel Hightower","House Hightower","male","","lord commander of the night's watch",NA,"yes","no",0
"Rupert Brax","House Brax","male","","ser",NA,"yes","no",1
"Rycherd Crane","House Crane","female","","ser",NA,"yes","no",0
"Ryam Redwyne","House Redwyne","male","","ser",NA,"yes","no",1
"Ryam Florent","House Florent","male","","ser",NA,"yes","no",0
"Ryger Rivers","House Frey","male","","",NA,"no","yes",0
"Ryella Frey","House Frey","female","","",11,"no","no",0
"Ryella Royce","House Royce","female","","",NA,"no","no",0
"Rylene Florent","House Florent","female","","",NA,"no","no",0
"Ryon Allyrion","House Allyrion","male","dornish","ser",NA,"yes","no",0
