loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit
19200,19200,19200,36 months,6.99%,592.76,A,Sr. Financial Analyst,< 1 year,OWN,75000,Source Verified,0,debt_consolidation,917xx,CA,11.62,0,4-Feb,0,,,17,0,10029,23.30%,24,f,0,0,1,INDIVIDUAL,0,0,0,0,0,66909,22307,38400
12000,12000,12000,36 months,14.31%,411.95,C,Provider Relations,4 years,OWN,36000,Source Verified,0,debt_consolidation,480xx,MI,17.1,1,4-Nov,0,11,,17,0,10467,38.80%,20,f,0,0,1,INDIVIDUAL,0,0,0,0,0,34900,17190,8700
15000,15000,15000,36 months,11.44%,494.22,B,Real estate agent,8 years,MORTGAGE,155000,Verified,0,debt_consolidation,891xx,NV,0.87,0,Feb-96,0,,89,4,1,3897,42.40%,13,f,0,0,1,INDIVIDUAL,0,0,0,1,0,9200,3897,5200
28000,28000,28000,36 months,6.49%,858.05,A,CSO,10+ years,MORTGAGE,78000,Verified,0,debt_consolidation,070xx,NJ,22.08,0,2-Nov,0,,,20,0,18257,68.10%,47,f,0,0,1,INDIVIDUAL,0,0,0,0,0,274666,143351,26800
35000,35000,35000,36 months,8.19%,1099.85,A,Project Controls Consultant,< 1 year,MORTGAGE,300000,Verified,0,credit_card,770xx,TX,10.19,0,Dec-79,0,39,,8,0,49920,75.40%,19,f,0,0,1,INDIVIDUAL,0,0,0,0,0,76200,57236,57200
11000,11000,11000,36 months,10.49%,357.48,B,Senior Detailer,7 years,RENT,65000,Not Verified,0,debt_consolidation,752xx,TX,18.11,0,7-Dec,0,,,13,0,12299,45.10%,22,w,0,0,1,INDIVIDUAL,0,0,0,0,0,83235,64506,25400
5200,5200,5200,36 months,14.99%,180.24,C,TECH 3,10+ years,RENT,60000,Verified,0,credit_card,606xx,IL,22.34,0,3-Sep,2,42,79,8,1,3673,50.30%,18,f,0,0,1,INDIVIDUAL,0,0,0,1,0,37427,20012,4200
15000,15000,14950,36 months,6.49%,459.67,A,Manager,10+ years,MORTGAGE,70000,Source Verified,0,debt_consolidation,373xx,TN,22.24,0,May-95,0,45,,18,0,7370,12.80%,48,f,0,0,1,INDIVIDUAL,0,0,0,0,0,301981,32645,45300
7200,7200,7200,36 months,11.44%,237.23,B,artificial lift specialist,9 years,OWN,104000,Verified,0,credit_card,874xx,NM,12.19,0,Dec-95,1,25,,14,0,3887,60.70%,49,f,0,0,1,INDIVIDUAL,0,0,0,0,0,341481,58623,4400
4000,4000,4000,36 months,12.99%,134.76,C,cosmetics associate,< 1 year,RENT,26000,Not Verified,1,debt_consolidation,802xx,CO,25.07,0,Oct-84,3,63,55,14,1,9298,64%,48,f,0,0,1,INDIVIDUAL,0,0,0,1,0,15800,9528,7950
8000,8000,8000,36 months,11.44%,263.58,B,Office Managee,4 years,MORTGAGE,30000,Source Verified,0,debt_consolidation,321xx,FL,12.24,1,Feb-00,0,19,,8,0,1260,6.70%,19,f,0,0,1,INDIVIDUAL,0,0,0,0,0,110800,7122,5300
28000,28000,27975,36 months,6.49%,858.05,A,Sr. Systems Eingeneer,2 years,RENT,145000,Source Verified,0,credit_card,200xx,DC,19.07,0,1-Apr,1,,,16,0,29289,15.50%,48,f,0,0,1,INDIVIDUAL,0,0,0,0,0,420100,89316,175500
20000,20000,20000,36 months,6.99%,617.46,A,Engineer,2 years,MORTGAGE,120000,Verified,0,debt_consolidation,302xx,GA,3.68,2,1-Feb,0,15,40,5,5,2795,27.40%,17,f,0,0,1,INDIVIDUAL,0,0,0,0,5,10200,2795,5000
20000,20000,20000,36 months,7.49%,622.04,A,Choir Director,10+ years,RENT,50000,Not Verified,0,debt_consolidation,941xx,CA,22.16,0,Jul-00,0,,,19,0,20416,41%,25,f,0,0,1,INDIVIDUAL,0,0,0,0,0,65853,24342,41300
15000,15000,15000,36 months,6.99%,463.09,A,truck driver,6 years,MORTGAGE,60000,Not Verified,0,debt_consolidation,843xx,UT,12.88,0,Jul-97,0,55,,8,0,8997,63.80%,14,f,0,0,1,INDIVIDUAL,0,0,0,0,0,160495,29584,12200
15000,15000,15000,36 months,10.49%,487.47,B,Mobility Tech II,7 years,RENT,58000,Source Verified,1,credit_card,923xx,CA,31.06,0,Jan-96,1,26,51,13,2,7425,31.50%,38,f,0,0,1,INDIVIDUAL,0,0,0,2,0,69533,40902,18900
12000,12000,12000,36 months,13.66%,408.16,C,Credit Analyst,< 1 year,RENT,62500,Not Verified,1,debt_consolidation,554xx,MN,14.04,0,6-Nov,1,,,9,0,11056,79.50%,22,f,0,0,1,INDIVIDUAL,0,0,0,0,0,89080,78478,9500
10000,10000,10000,36 months,6.99%,308.73,A,clerk,10+ years,MORTGAGE,58000,Source Verified,0,debt_consolidation,322xx,FL,20.57,0,Jun-87,0,57,52,10,1,7657,51.70%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,17467,8970,11200
21600,21600,21600,36 months,6.49%,661.93,A,Trainer,8 years,RENT,75000,Source Verified,0,credit_card,968xx,HI,18.38,1,Mar-95,1,6,,5,0,14333,38.70%,13,f,0,0,1,INDIVIDUAL,0,0,0,0,0,83201,46411,37000
2000,2000,2000,36 months,8.19%,62.85,A,Substitute Teacher,< 1 year,RENT,18000,Not Verified,0,credit_card,760xx,TX,13.33,0,Aug-82,1,52,,13,0,3991,88.70%,34,w,0,0,1,INDIVIDUAL,0,0,0,0,0,50381,50835,4500
15000,15000,15000,36 months,11.99%,498.15,B,Technical Editor Writer Associate,1 year,RENT,45000,Verified,0,debt_consolidation,022xx,MA,8.53,0,7-Jan,0,,,6,0,11329,62.60%,9,f,0,0,1,INDIVIDUAL,0,0,0,0,0,18100,11329,15800
35000,35000,35000,36 months,17.86%,1262.88,D,electrician,10+ years,MORTGAGE,120000,Source Verified,0,home_improvement,071xx,NJ,19.02,0,6-Oct,0,,,15,0,6412,30.50%,24,f,0,0,1,INDIVIDUAL,0,0,0,0,0,380221,75075,7900
8000,8000,8000,36 months,11.44%,263.58,B,Physcian,10+ years,MORTGAGE,430000,Verified,0,debt_consolidation,926xx,CA,22.53,0,Aug-96,0,,13,17,1,260986,96.40%,28,f,0,0,1,INDIVIDUAL,0,0,0,0,1,1451985,490977,119600
5000,5000,5000,36 months,13.66%,170.07,C,Regional Account Executive,2 years,RENT,68000,Verified,0,debt_consolidation,141xx,NY,9.2,0,May-93,0,42,43,14,1,7921,61.40%,23,f,0,0,1,INDIVIDUAL,0,0,0,0,1,24519,18367,11400
27425,27425,27425,36 months,8.67%,867.91,B,Medical assistant,9 years,OWN,55000,Verified,0,debt_consolidation,952xx,CA,19.86,0,1-Nov,0,,,13,0,13569,25.40%,22,f,0,0,1,INDIVIDUAL,0,0,0,0,0,260903,29471,36700
14375,14375,14375,36 months,13.66%,488.94,C,shipping,3 years,RENT,28800,Verified,1,debt_consolidation,895xx,NV,21.42,0,1-Mar,0,57,,6,0,4524,42.30%,27,w,0,0,1,INDIVIDUAL,0,0,0,0,0,25732,8378,6500
5975,5975,5975,36 months,17.86%,215.6,D,Warehouse,< 1 year,RENT,20000,Verified,0,debt_consolidation,773xx,TX,11.64,0,Jul-95,0,74,,3,0,7512,78.20%,5,f,0,0,1,INDIVIDUAL,0,0,0,0,0,9600,7512,3300
5000,5000,5000,36 months,17.86%,180.42,D,Telecom Billing Analyst,< 1 year,RENT,24000,Not Verified,0,debt_consolidation,658xx,MO,8.85,0,4-Feb,1,60,,7,0,5304,70.70%,16,f,0,0,1,INDIVIDUAL,0,0,0,0,0,13250,11054,4600
8500,8500,8500,36 months,7.49%,264.37,A,service superviser,10+ years,RENT,33000,Source Verified,0,credit_card,840xx,UT,7.85,0,1-Sep,0,,61,6,1,8154,48.20%,31,f,0,0,1,INDIVIDUAL,0,0,0,1,0,16900,8154,14900
30000,30000,30000,36 months,9.49%,960.85,B,OPERATIONS MANAGER,10+ years,RENT,90000,Verified,0,credit_card,331xx,FL,22.36,3,3-Dec,0,4,,14,0,6544,32.10%,26,f,0,0,1,INDIVIDUAL,0,0,0,0,0,81274,40150,9400
7100,7100,7100,36 months,7.49%,220.83,A,Weights & Measures Inspector,10+ years,MORTGAGE,45000,Not Verified,0,debt_consolidation,443xx,OH,4.16,0,Jan-93,0,,,7,0,7069,34%,16,w,0,0,1,INDIVIDUAL,0,0,0,0,0,85300,7069,15000
17225,17225,17225,36 months,24.99%,684.78,F,Project Manager,3 years,RENT,57600,Verified,1,debt_consolidation,349xx,FL,24.9,1,Jul-99,1,21,,17,0,14257,48.10%,30,f,0,0,1,INDIVIDUAL,0,0,0,0,0,68162,50581,23400
20000,20000,20000,36 months,6.03%,608.72,A,Sr Developer,10+ years,MORTGAGE,130000,Verified,0,home_improvement,334xx,FL,4.25,0,Apr-97,0,,,9,0,57111,13.90%,14,w,0,0,1,INDIVIDUAL,0,0,0,0,0,431284,63047,63600
24000,24000,24000,36 months,12.99%,808.54,C,Sales,8 years,MORTGAGE,120000,Source Verified,0,debt_consolidation,805xx,CO,15.89,1,Apr-82,0,21,,15,0,85391,82.20%,27,w,0,0,1,INDIVIDUAL,0,0,0,0,0,559395,119262,15000
4000,4000,4000,36 months,14.31%,137.32,C,Packer,< 1 year,RENT,20000,Not Verified,0,debt_consolidation,190xx,PA,13.69,0,3-Aug,1,,,9,0,10359,29.80%,9,f,0,0,1,INDIVIDUAL,0,0,0,0,0,49000,24559,29900
24000,24000,23900,36 months,11.99%,797.03,B,Registered Nurse,6 years,RENT,142800,Verified,0,debt_consolidation,021xx,MA,21.97,0,Oct-96,2,,,14,0,29252,84.50%,49,f,0,0,1,INDIVIDUAL,0,0,0,0,0,71600,39064,28700
10000,10000,10000,36 months,11.44%,329.48,B,Production Assistant,2 years,OWN,33000,Not Verified,1,credit_card,907xx,CA,23.02,0,1-Aug,0,77,,9,0,10397,84.50%,17,f,0,0,1,INDIVIDUAL,0,0,0,0,0,57445,48585,9100
9500,9500,9500,36 months,12.99%,320.05,C,Swimming Instructor,4 years,RENT,45000,Not Verified,0,debt_consolidation,100xx,NY,15.2,0,Jan-98,1,25,,5,0,8316,82.30%,14,f,0,0,1,INDIVIDUAL,0,0,0,0,0,70454,67069,10100
35000,35000,35000,36 months,15.59%,1223.43,D,Program Manufacturing Manager,10+ years,MORTGAGE,151000,Source Verified,1,debt_consolidation,483xx,MI,19.6,0,Feb-00,3,24,,14,0,60973,72.30%,26,w,0,0,1,INDIVIDUAL,0,0,0,0,0,148390,112864,69900
8000,8000,8000,36 months,11.44%,263.58,B,Customer Service Representative,4 years,MORTGAGE,41750,Not Verified,0,debt_consolidation,306xx,GA,4.28,0,1-Feb,1,,,5,0,19921,76.90%,21,f,0,0,1,INDIVIDUAL,0,0,0,0,0,155700,19921,10400
6000,6000,6000,36 months,11.99%,199.26,B,line operator,10+ years,OWN,97500,Source Verified,0,home_improvement,302xx,GA,14.44,0,Apr-99,0,60,49,10,2,11593,57.70%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,67763,53824,12500
8000,8000,8000,36 months,8.67%,253.18,B,Service Engineer,3 years,MORTGAGE,128000,Not Verified,0,debt_consolidation,980xx,WA,4.38,0,Jun-97,1,41,,4,0,2982,93.20%,30,f,0,0,1,INDIVIDUAL,0,0,0,0,0,514941,24380,3000
17325,17325,17325,36 months,18.54%,631.05,E,Benefits Automation/Admin. Coordinator,< 1 year,RENT,58000,Source Verified,1,debt_consolidation,945xx,CA,31.76,0,Nov-93,1,,113,21,1,23378,61%,29,f,0,0,1,INDIVIDUAL,0,0,0,1,0,94600,58224,16200
10000,10000,10000,36 months,7.49%,311.02,A,Software Engineer,2 years,OWN,99500,Source Verified,0,credit_card,037xx,NH,10.93,0,Sep-00,3,,,10,0,32160,42.80%,31,f,0,0,1,INDIVIDUAL,0,0,0,0,0,456094,35452,75100
24000,24000,24000,36 months,11.99%,797.03,B,LAN Specialist,7 years,MORTGAGE,120000,Source Verified,0,debt_consolidation,010xx,MA,19.77,0,Aug-98,0,44,,14,0,53726,66.50%,25,f,0,0,1,INDIVIDUAL,0,0,0,0,0,411916,68751,48600
10500,10500,10500,36 months,8.19%,329.96,A,Document Review Specialist,5 years,RENT,32500,Not Verified,0,credit_card,432xx,OH,24.37,0,Jul-99,0,54,,16,0,9953,50.50%,38,f,0,0,1,INDIVIDUAL,0,0,0,0,0,54479,43089,11500
15000,15000,15000,36 months,12.99%,505.34,C,Production Supervisor,7 years,RENT,47200,Not Verified,1,debt_consolidation,920xx,CA,10.48,1,Apr-97,1,15,,9,0,9451,50.80%,18,w,0,0,1,INDIVIDUAL,0,0,0,0,0,21980,11253,9500
6500,6500,6500,36 months,8.19%,204.26,A,CEO,4 years,RENT,62000,Not Verified,1,debt_consolidation,945xx,CA,24.49,2,Jun-97,0,21,,9,0,21913,74.30%,28,w,0,0,1,INDIVIDUAL,0,0,0,0,0,71839,53472,29500
7800,7800,7800,36 months,8.67%,246.85,B,Adult Protective Community Worker,2 years,RENT,33000,Source Verified,1,credit_card,631xx,MO,31.53,0,Aug-86,0,,,13,0,16559,47.40%,33,f,0,0,1,INDIVIDUAL,0,0,0,0,0,76738,42961,26900
10000,10000,10000,36 months,11.44%,329.48,B,Operations Manager,3 years,OWN,42000,Source Verified,0,debt_consolidation,209xx,MD,21.91,0,Sep-89,0,,,9,0,10673,28.10%,17,w,0,0,1,INDIVIDUAL,0,0,0,0,0,48100,17470,31300
6600,6600,6600,36 months,16.49%,233.64,D,,n/a,RENT,23470.8,Verified,1,credit_card,891xx,NV,20.05,0,4-Dec,4,,,8,0,12294,53.70%,11,f,0,0,1,INDIVIDUAL,0,0,0,0,0,22900,12294,11300
12000,12000,12000,36 months,8.67%,379.76,B,HRIS & Payroll Specialist,< 1 year,RENT,60000,Not Verified,0,debt_consolidation,606xx,IL,6.02,0,Aug-99,0,,,4,0,5207,57.90%,17,f,0,0,1,INDIVIDUAL,0,0,0,0,0,24185,12846,9000
15000,15000,15000,36 months,11.99%,498.15,B,Group A Lead,10+ years,RENT,42000,Source Verified,0,debt_consolidation,499xx,MI,19.91,0,Oct-99,0,,102,12,1,5240,28.50%,18,f,0,0,1,INDIVIDUAL,0,0,0,1,0,42070,16619,14700
30000,30000,30000,36 months,17.14%,1071.68,D,Owner,10+ years,MORTGAGE,185000,Not Verified,1,home_improvement,727xx,AR,4.51,0,Aug-99,2,42,23,9,1,1374,19.60%,26,f,0,0,1,INDIVIDUAL,0,0,0,1,0,88255,74440,7000
9000,9000,9000,36 months,12.99%,303.21,C,Coordinator,10+ years,MORTGAGE,50000,Verified,0,credit_card,495xx,MI,15.84,0,1-Apr,0,40,,11,0,12284,73.10%,17,w,0,0,1,INDIVIDUAL,0,0,0,0,0,34736,28972,10800
5050,5050,5050,36 months,10.49%,164.12,B,Safety Manager,< 1 year,RENT,80000,Verified,0,other,124xx,NY,0.5,0,6-Jun,0,61,,3,0,887,23.30%,8,f,0,0,1,INDIVIDUAL,0,0,0,0,0,3800,887,1300
18000,18000,18000,36 months,12.39%,601.22,C,Physician Assistant,< 1 year,MORTGAGE,120000,Not Verified,0,debt_consolidation,320xx,FL,23.14,0,Apr-90,0,33,115,16,1,23800,77%,42,f,0,0,1,INDIVIDUAL,0,0,0,1,0,557852,65724,16300
8500,8500,8500,36 months,11.99%,282.29,B,Sales,6 years,RENT,45000,Source Verified,0,debt_consolidation,703xx,LA,30.64,0,Apr-98,0,,,14,0,14167,36.30%,15,f,0,0,1,INDIVIDUAL,0,0,0,0,0,71476,44598,36800
6000,6000,6000,36 months,13.66%,204.08,C,Tech,1 year,RENT,35000,Source Verified,0,debt_consolidation,841xx,UT,21.33,0,11-Jun,0,,,10,0,6689,63.10%,11,f,0,0,1,INDIVIDUAL,0,0,0,0,0,29257,22620,2300
20000,20000,20000,36 months,11.44%,658.95,B,Associate Creative Director,9 years,OWN,115000,Source Verified,0,debt_consolidation,926xx,CA,11.32,0,Mar-95,0,,,9,0,18810,100.60%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,225941,34124,18200
4100,4100,4100,36 months,17.14%,146.47,D,Desktop Support,4 years,RENT,49000,Not Verified,1,credit_card,114xx,NY,10.24,0,2-May,1,54,,7,0,10557,83.80%,13,f,0,0,1,INDIVIDUAL,0,0,0,0,0,48351,42380,9800
7800,7800,7800,36 months,14.99%,270.36,C,Compliance Resolution Supervisor,8 years,RENT,40000,Source Verified,0,debt_consolidation,349xx,FL,25.29,0,4-Feb,0,,67,14,1,8399,26.20%,27,f,0,0,1,INDIVIDUAL,0,0,0,1,0,67705,31499,5600
21000,21000,21000,36 months,11.44%,691.9,B,IT Manager,10+ years,MORTGAGE,131000,Verified,0,debt_consolidation,606xx,IL,4.98,0,Aug-97,0,41,,4,0,22327,97.50%,11,f,0,0,1,INDIVIDUAL,0,0,0,0,0,597900,22327,22900
7000,7000,7000,36 months,18.54%,254.97,E,electronic tech,3 years,MORTGAGE,55400,Verified,0,debt_consolidation,301xx,GA,24.26,0,11-Aug,1,,,8,0,4540,39.50%,12,f,0,0,1,INDIVIDUAL,0,0,0,0,0,157523,56102,11500
20000,20000,20000,36 months,15.59%,699.1,D,Territory Manager,3 years,RENT,65000,Source Verified,1,debt_consolidation,928xx,CA,9.39,0,4-Jun,2,,,9,0,19300,35.50%,9,f,0,0,1,INDIVIDUAL,0,0,0,0,0,54300,19300,48200
21125,21125,21125,36 months,12.99%,711.69,C,active duty,8 years,RENT,44086,Verified,0,debt_consolidation,313xx,GA,19.85,0,3-Sep,0,,,17,0,31174,60.30%,31,w,0,0,1,INDIVIDUAL,0,0,0,0,0,51700,31174,16800
7200,7200,7200,36 months,13.66%,244.9,C,Construction Manager,7 years,MORTGAGE,115000,Not Verified,0,medical,840xx,UT,10.18,1,Dec-98,0,8,67,6,1,2893,32.90%,27,w,0,0,1,INDIVIDUAL,0,1,0,1,0,357664,102104,3800
20000,20000,20000,36 months,6.99%,617.46,A,Social Worker,7 years,RENT,75000,Source Verified,0,debt_consolidation,105xx,NY,18.2,1,Sep-00,0,20,,12,0,9148,31.80%,31,f,0,0,1,INDIVIDUAL,0,0,0,0,0,80599,41037,23800
15000,15000,14950,36 months,9.49%,480.43,B,Union laborer,10+ years,MORTGAGE,65000,Not Verified,0,credit_card,446xx,OH,25.52,0,1-May,0,,109,14,1,11181,52.50%,23,f,0,0,1,INDIVIDUAL,0,0,0,1,0,130512,51004,5100
6000,6000,6000,36 months,15.59%,209.73,D,Commercial Manager,10+ years,MORTGAGE,88000,Source Verified,0,debt_consolidation,146xx,NY,31.72,0,Jul-94,1,45,,13,0,13591,83.30%,37,w,0,0,1,INDIVIDUAL,0,0,0,0,0,158040,116434,7500
15000,15000,15000,36 months,13.66%,510.2,C,Assistant Director,5 years,RENT,42000,Source Verified,1,debt_consolidation,220xx,VA,30.49,0,8-Jan,0,,,6,0,4698,95.90%,9,f,0,0,1,INDIVIDUAL,0,0,0,0,0,54818,41529,4200
35000,35000,35000,36 months,19.24%,1287.22,E,Internet director,2 years,MORTGAGE,120000,Verified,1,small_business,982xx,WA,8.03,0,7-Apr,1,,,10,0,5393,15.50%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,477412,42341,12500
14400,14400,14400,36 months,6.03%,438.28,A,COO,5 years,MORTGAGE,70000,Source Verified,0,credit_card,490xx,MI,14.23,0,Dec-77,1,51,,16,0,17336,24.80%,38,f,0,0,1,INDIVIDUAL,0,0,0,0,0,225150,32747,37000
10000,10000,10000,36 months,8.19%,314.25,A,Driver Trainer,8 years,RENT,57074,Not Verified,0,credit_card,430xx,OH,10.28,0,3-Oct,1,,90,10,1,7214,37.60%,23,w,0,0,1,INDIVIDUAL,0,0,0,1,0,32304,12781,5500
25000,25000,25000,36 months,6.03%,760.89,A,IP Manager,7 years,MORTGAGE,250000,Source Verified,0,debt_consolidation,021xx,MA,9.35,0,Feb-95,0,,,12,0,147497,38.60%,38,w,0,0,1,INDIVIDUAL,0,0,0,0,0,782531,174269,132700
5400,5400,5400,36 months,7.49%,167.95,A,,n/a,RENT,22800,Verified,0,credit_card,571xx,SD,19,0,3-Jun,1,,79,7,1,4857,29.30%,9,f,0,0,1,INDIVIDUAL,0,0,0,1,0,25025,8367,9700
6925,6925,6925,36 months,17.86%,249.87,D,mate,1 year,RENT,72000,Verified,1,debt_consolidation,770xx,TX,9.51,0,7-Sep,0,,,9,0,6160,41.10%,9,w,0,0,1,INDIVIDUAL,0,0,0,0,0,51560,24107,13000
18000,18000,18000,36 months,6.03%,547.84,A,Engineer/Designer,10+ years,MORTGAGE,95000,Not Verified,0,debt_consolidation,320xx,FL,26.3,0,Aug-98,0,26,,21,0,105975,12.60%,48,w,0,0,1,INDIVIDUAL,0,0,0,0,0,531611,139645,130800
2500,2500,2500,36 months,9.49%,80.08,B,General warehouse,10+ years,MORTGAGE,50000,Not Verified,0,home_improvement,152xx,PA,10.44,0,3-Jun,0,,,7,0,10,0.10%,14,f,0,0,1,INDIVIDUAL,0,0,0,0,0,77342,65569,9500
8400,8400,8400,36 months,10.49%,272.99,B,Teacher/Coach,10+ years,OWN,40000,Source Verified,0,credit_card,798xx,TX,21.15,0,Dec-97,0,,,10,0,17949,48.60%,25,f,0,0,1,INDIVIDUAL,0,0,0,0,0,39300,19100,14800
3000,3000,3000,36 months,6.49%,91.94,A,,n/a,MORTGAGE,67000,Verified,0,debt_consolidation,944xx,CA,1.52,0,Feb-79,0,,25,8,1,2521,21.30%,28,w,0,0,1,INDIVIDUAL,0,0,0,1,0,50700,2521,49500
5000,5000,5000,36 months,9.49%,160.15,B,Warehouse Supervisor,10+ years,RENT,60000,Not Verified,0,credit_card,347xx,FL,5.42,1,Apr-91,0,20,,6,0,15709,46.20%,17,f,0,0,1,INDIVIDUAL,0,0,0,0,0,34000,15709,34000
15000,15000,15000,36 months,8.19%,471.37,A,R.N.,4 years,MORTGAGE,120000,Not Verified,0,debt_consolidation,236xx,VA,12.86,1,Jan-89,0,21,38,12,1,8785,43.70%,32,f,0,0,1,INDIVIDUAL,0,0,0,0,0,290782,29440,13600
8000,8000,8000,36 months,7.49%,248.82,A,Superintendent,10+ years,MORTGAGE,89000,Source Verified,0,credit_card,365xx,AL,15.87,0,Mar-91,0,37,29,6,1,6892,86.10%,12,f,0,0,1,INDIVIDUAL,0,0,0,1,0,66249,34035,8000
17000,17000,17000,36 months,11.99%,564.57,B,General Ledger Accountant,1 year,RENT,100000,Not Verified,1,other,941xx,CA,21.36,2,4-Jul,0,8,,17,0,7556,72.70%,25,f,0,0,1,INDIVIDUAL,0,0,0,0,0,89584,91898,7600
14500,14500,14500,36 months,6.49%,444.35,A,forman,10+ years,MORTGAGE,70000,Not Verified,0,debt_consolidation,069xx,CT,13.9,0,Sep-88,0,,25,13,1,15344,21.90%,29,w,0,0,1,INDIVIDUAL,0,0,0,0,1,511100,31698,62600
8500,8500,8500,36 months,12.99%,286.36,C,Assistant Manager,2 years,RENT,30000,Source Verified,0,debt_consolidation,321xx,FL,31.12,0,Sep-94,0,,96,13,1,8373,40.40%,23,f,0,0,1,INDIVIDUAL,0,0,0,1,0,41815,26328,11800
10800,10800,10800,36 months,13.66%,367.34,C,,n/a,MORTGAGE,61200,Verified,1,credit_card,810xx,CO,15.2,0,Jun-91,2,61,,7,0,2936,43.20%,26,w,0,0,1,INDIVIDUAL,0,0,0,0,0,27401,22901,4600
16200,16200,16200,36 months,12.39%,541.1,C,Owner ~ Ooperator,10+ years,MORTGAGE,75000,Source Verified,0,other,802xx,CO,19.25,0,Oct-89,0,,109,11,1,20809,57.30%,22,w,0,0,1,INDIVIDUAL,0,0,0,1,0,147393,46510,12000
10000,10000,10000,36 months,7.49%,311.02,A,Sales,8 years,OWN,57000,Not Verified,0,home_improvement,891xx,NV,3.52,0,2-Feb,1,57,,8,0,5975,16.50%,16,w,0,0,1,INDIVIDUAL,0,0,0,0,0,36200,5975,33000
35000,35000,35000,36 months,18.54%,1274.84,E,Manager,4 years,MORTGAGE,122452,Source Verified,0,small_business,812xx,CO,9.58,1,Feb-00,2,11,,7,0,29,0.10%,21,f,0,0,1,INDIVIDUAL,0,1,0,0,0,280722,62862,14900
5000,5000,5000,36 months,7.49%,155.51,A,Treatment Coordinator,3 years,RENT,37000,Not Verified,1,debt_consolidation,916xx,CA,16.93,0,11-Sep,0,,,13,0,5622,32.30%,13,f,0,0,1,INDIVIDUAL,0,0,0,0,0,35976,19174,12700
26000,26000,25850,36 months,6.49%,796.76,A,Systems Engineer,2 years,OWN,65000,Verified,0,debt_consolidation,210xx,MD,12.63,0,3-Jun,2,,,19,0,10538,13.70%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,101903,27143,34700
15000,15000,15000,36 months,8.19%,471.37,A,CDL truck driver,5 years,RENT,35000,Verified,0,credit_card,070xx,NJ,27.5,0,4-May,0,,,5,0,18148,86%,11,w,0,0,1,INDIVIDUAL,0,0,0,0,0,33100,19731,21100
17000,17000,17000,36 months,11.44%,560.11,B,Quality Technician,10+ years,RENT,52000,Not Verified,1,debt_consolidation,986xx,WA,12.25,1,Nov-99,0,18,,8,0,12081,66.40%,30,w,0,0,1,INDIVIDUAL,0,0,0,0,0,44818,28711,10000
28000,28000,28000,36 months,14.31%,961.2,C,,n/a,MORTGAGE,83000,Verified,0,debt_consolidation,184xx,PA,19.12,0,Jun-98,3,,,9,0,57148,64.40%,36,f,0,0,1,INDIVIDUAL,0,0,0,0,0,470477,69795,88700
10000,10000,10000,36 months,14.99%,346.61,C,County Executive Director,10+ years,MORTGAGE,83775,Verified,0,home_improvement,461xx,IN,20.36,1,Nov-91,5,2,29,16,2,6948,32%,45,w,0,0,1,INDIVIDUAL,1,0,0,1,1,103852,74638,8200
20000,20000,20000,36 months,6.49%,612.89,A,Senior Software Developer,3 years,RENT,77250,Verified,0,credit_card,235xx,VA,7.3,0,1-Feb,0,,,11,0,18820,51.30%,19,f,0,0,1,INDIVIDUAL,0,0,0,0,0,36700,18820,33200
15000,15000,15000,36 months,14.99%,519.91,C,Associate Professor,10+ years,MORTGAGE,80000,Not Verified,0,debt_consolidation,029xx,RI,5.65,1,Mar-87,1,12,,7,0,6721,65.70%,22,f,0,0,1,INDIVIDUAL,0,0,0,0,0,233124,9372,34600
8675,8675,8675,36 months,12.99%,292.26,C,team member,6 years,MORTGAGE,26000,Not Verified,0,debt_consolidation,800xx,CO,11.31,0,4-Apr,0,37,,6,0,10022,39.10%,7,w,0,0,1,INDIVIDUAL,0,0,0,0,0,25600,10022,23100
16000,16000,16000,36 months,6.99%,493.97,A,network engineer,3 years,RENT,100000,Not Verified,0,credit_card,209xx,MD,3.84,0,Jun-94,0,,,7,0,28695,50.30%,17,f,0,0,1,INDIVIDUAL,0,0,0,0,0,57100,28695,57100
5400,5400,5400,36 months,9.49%,172.96,B,MDS Coordinator,< 1 year,MORTGAGE,64000,Not Verified,0,credit_card,804xx,CO,17.44,0,May-99,0,53,,12,0,9647,73.10%,39,w,0,0,1,INDIVIDUAL,0,0,0,0,0,334604,82893,9600
10800,10800,10800,36 months,12.39%,360.73,C,Installation / technician,5 years,RENT,60000,Not Verified,0,debt_consolidation,117xx,NY,10.76,0,6-Jun,1,,,8,0,6408,30.70%,12,w,0,0,1,INDIVIDUAL,0,0,0,0,0,33374,9606,16500
